## miComplete
## v1.1.1
## Weights:	/home/agrega/micomplete/lib/python3.8/site-packages/micomplete/share/Bact105.weights
## Weights Standard deviation:	0.13917826966028532
Name	Length	GC-content	Present Markers	Completeness	Redundancy	Weighted completeness	Weighted redundancy	Contigs	N50	L50	N90	L90	CDs	
GCF_0141924451_ASM1419244v1_genomic	7316480	60.78	103	0.9810	1.0194	0.9813	1.0383	37	454280	4	113756	14	7106	
GCF_0141962351_ASM1419623v1_genomic	7192447	60.82	104	0.9905	1.0481	0.9998	1.0376	51	335903	9	96263	23	6953	
GCF_0141965151_ASM1419651v1_genomic	4798976	56.93	103	0.9810	1.0194	0.9825	1.0409	33	348058	6	101781	16	4600	
GCF_0141965351_ASM1419653v1_genomic	4816868	61.29	105	1.0000	1.0190	1.0	1.0422	59	232211	8	42096	24	4508	
GCF_0141966051_ASM1419660v1_genomic	5028235	57.96	104	0.9905	1.0096	0.9998	1.0223	34	457266	2	91748	10	4711	
GCF_0141967351_ASM1419673v1_genomic	5418788	59.28	102	0.9714	1.0196	0.9627	1.0508	15	996579	3	200672	7	4866	
GCF_0141967651_ASM1419676v1_genomic	5889117	64.25	104	0.9905	1.0096	0.9998	1.0121	29	549308	5	166650	13	5459	
GCF_0141971451_ASM1419714v1_genomic	4773980	63.53	105	1.0000	1.0190	1.0	1.0288	36	403707	4	99213	13	4555	
GCF_0142014951_ASM1420149v1_genomic	4664598	61.58	105	1.0000	1.0190	1.0	1.0167	65	285595	5	37181	21	4541	
GCF_0142013551_ASM1420135v1_genomic	6435827	58.8	104	0.9905	1.0288	0.9998	1.0563	25	1559177	2	126094	11	6119	
GCF_0142021751_ASM1420217v1_genomic	4956564	61.64	104	0.9905	1.0192	0.9998	1.0167	54	289803	5	53879	18	4857	
GCF_0142021251_ASM1420212v1_genomic	7840757	60.57	103	0.9810	1.0194	0.9813	1.0257	84	413074	5	61839	23	7472	
GCF_0142022151_ASM1420221v1_genomic	4260141	69.74	104	0.9905	1.0288	0.9884	1.0439	15	633153	4	263220	7	3909	
GCF_0142024351_ASM1420243v1_genomic	3472589	70.75	105	1.0000	1.0095	1.0	1.0151	32	506806	3	64182	9	2988	
GCF_0142029351_ASM1420293v1_genomic	2894949	70.11	105	1.0000	1.0190	1.0	1.0151	34	140087	7	53683	20	2591	
GCF_0142031551_ASM1420315v1_genomic	4851211	65.72	104	0.9905	1.0096	0.9683	1.0125	39	238771	7	67977	21	4570	
GCF_0142367951_ASM1423679v1_genomic	4785596	68.17	105	1.0000	1.0095	1.0	1.0151	2	4744641	1	4744641	1	4469	
GCF_0142808751_ASM1428087v1_genomic	5132449	60.47	104	0.9905	1.0192	0.9814	1.0239	22	527523	4	141284	11	4846	
GCF_0143959751_ASM1439597v1_genomic	5167372	64.08	102	0.9714	1.0098	0.9605	1.0008	1	5167372	1	5167372	1	4589	
GCF_0143969751_ASM1439697v1_genomic	3456638	66.02	105	1.0000	1.0190	1.0	1.0151	1	3456638	1	3456638	1	3112	
GCF_0144894751_ASM1448947v1_genomic	3148097	68.27	105	1.0000	1.0095	1.0	1.0151	1	3148097	1	3148097	1	2852	
GCF_0144895351_ASM1448953v1_genomic	4948189	62.12	103	0.9810	1.0680	0.9918	1.0445	1	4948189	1	4948189	1	5110	
GCF_0146351651_ASM1463516v1_genomic	3955994	65.41	105	1.0000	1.0190	1.0	1.0151	14	1338676	2	948688	3	3577	
GCF_0144895951_ASM1448959v1_genomic	4679990	68.57	102	0.9714	1.0098	0.9485	1.0008	1	4679990	1	4679990	1	4644	
GCF_0146387451_ASM1463874v1_genomic	2160901	65.99	105	1.0000	1.0000	1.0	1.0	16	674272	2	193459	4	2026	
GCF_0146363751_ASM1463637v1_genomic	6702573	63.02	105	1.0000	1.0190	1.0	1.0159	44	598512	4	161114	13	6181	
GCF_0146370851_ASM1463708v1_genomic	4095457	65.06	105	1.0000	1.0095	1.0	1.0008	70	157100	10	46499	29	3779	
GCF_0146381851_ASM1463818v1_genomic	7127919	61.11	103	0.9810	1.0097	0.9813	1.0123	58	320724	7	90334	22	6717	
GCF_0146417151_ASM1464171v1_genomic	4161929	61.56	102	0.9714	1.0098	0.9802	1.0008	36	265986	6	86023	17	3954	
GCF_0146415151_ASM1464151v1_genomic	6437844	58.79	104	0.9905	1.0288	0.9998	1.0563	34	1195256	2	126112	13	6133	
GCF_0146431751_ASM1464317v1_genomic	3541256	58.41	105	1.0000	1.0095	1.0	1.0002	16	1776402	1	663128	3	3317	
GCF_0146406951_ASM1464069v1_genomic	8277452	62.23	105	1.0000	1.0286	1.0	1.0369	42	513359	5	140718	18	7360	
GCF_0146437751_ASM1464377v1_genomic	3000820	68.94	105	1.0000	1.0095	1.0	1.0151	13	1687662	1	545602	3	2763	
GCF_0146456751_ASM1464567v1_genomic	3038707	69.27	104	0.9905	1.0096	0.9988	1.0152	19	2773131	1	2773131	1	2759	
GCF_0146519951_ASM1465199v1_genomic	3043682	69.56	105	1.0000	1.0190	1.0	1.0151	10	1741615	1	277922	4	2881	
GCF_0146520951_ASM1465209v1_genomic	3459983	68.38	105	1.0000	1.0000	1.0	1.0	16	550915	2	271651	5	3077	
GCF_0146526751_ASM1465267v1_genomic	2222058	48.33	104	0.9905	1.0000	0.9884	1.0	55	220546	5	56978	12	2214	
GCF_0146563351_ASM1465633v1_genomic	3062789	71.28	105	1.0000	1.0190	1.0	1.0151	39	189814	6	67510	17	2815	
GCF_0146529351_ASM1465293v1_genomic	3117387	70.37	105	1.0000	1.0095	1.0	1.0151	35	267753	5	113110	11	2805	
GCF_0146527751_ASM1465277v1_genomic	3446793	66.04	105	1.0000	1.0190	1.0	1.0151	31	2097316	1	1199566	2	3063	
GCF_0146522351_ASM1465223v1_genomic	7114383	69.61	103	0.9810	1.0485	0.9802	1.0313	94	224720	9	47795	36	6675	
GCF_0151597451_ASM1515974v1_genomic	4121142	70.18	103	0.9810	1.0194	0.9802	1.0008	226	43149	33	13239	103	3984	
GCF_0147795551_ASM1477955v1_genomic	6196943	66.9	105	1.0000	1.0095	1.0	1.0151	131	92182	19	27578	62	5040	
GCF_0147272151_ASM1472721v1_genomic	6694130	59.39	104	0.9905	1.0577	0.9814	1.0362	95	296137	9	53043	28	6453	
GCF_0148739451_ASM1487394v1_genomic	7069622	60.01	104	0.9905	1.0385	0.9998	1.0651	3	4237330	1	2396089	2	6803	
GCF_0154532851_ASM1545328v1_genomic	4034846	66.88	105	1.0000	1.0000	1.0	1.0	15	390805	5	155784	11	3705	
GCF_0154762351_ASM1547623v1_genomic	3858501	70.28	105	1.0000	1.0095	1.0	1.0008	1	3858501	1	3858501	1	3601	
GCF_0159107051_ASM1591070v1_genomic	5652708	66.43	105	1.0000	1.0286	1.0	1.0159	19	1360841	2	479352	6	4930	
GCF_0156891751_ASM1568917v1_genomic	6016837	66.01	105	1.0000	1.0095	1.0	1.022	3	5958133	1	5958133	1	5648	
GCF_0159109551_ASM1591095v1_genomic	5851263	66.47	105	1.0000	1.0857	1.0	1.1018	1346	69500	27	3596	126	6059	
GCF_0161274151_ASM1612741v1_genomic	6796677	66.55	104	0.9905	1.0192	0.9918	1.014	1	6796677	1	6796677	1	6010	
GCF_0165836551_ASM1658365v1_genomic	4328104	60.0	101	0.9619	1.0198	0.9794	1.0171	47	160430	11	49269	30	4044	
GCF_0164664151_ASM1646641v1_genomic	4831423	63.91	105	1.0000	1.0286	1.0	1.0327	3	3415996	1	1364016	2	4477	
GCF_0165921551_ASM1659215v1_genomic	4957188	65.93	105	1.0000	1.0000	1.0	1.0	1	4957188	1	4957188	1	4851	
GCF_0166134752_ASM1661347v2_genomic	3947892	66.87	105	1.0000	1.0000	1.0	1.0	1	3947892	1	3947892	1	3551	
GCF_0167227651_ASM1672276v1_genomic	5712197	69.18	103	0.9810	1.0291	0.9802	1.0142	33	346469	7	110518	17	5435	
GCF_0167227851_ASM1672278v1_genomic	6137276	69.3	103	0.9810	1.0291	0.9802	1.0142	19	644063	3	231084	9	5837	
GCF_0168367651_ASM1683676v1_genomic	7096255	66.25	105	1.0000	1.0190	1.0	1.0159	91	212898	13	82268	32	6382	
GCF_0171520251_ASM1715202v1_genomic	3544501	58.4	105	1.0000	1.0095	1.0	1.0002	20	747640	2	227523	5	3319	
GCF_0168943851_ASM1689438v1_genomic	6694750	66.88	105	1.0000	1.0286	1.0	1.0207	2	3885446	1	2809304	2	5953	
GCF_0173521351_ASM1735213v1_genomic	6423001	61.19	104	0.9905	1.0192	0.9814	1.0473	5	4527163	1	422827	3	6178	
GCF_0173572251_ASM1735722v1_genomic	7055288	61.07	103	0.9810	1.0194	0.9813	1.0473	8	4517603	1	312143	5	6710	
GCF_0177240351_ASM1772403v1_genomic	5120436	64.74	105	1.0000	1.0286	1.0	1.0361	2	5091595	1	5091595	1	4266	
GCF_0173572451_ASM1735724v1_genomic	6348611	60.91	104	0.9905	1.0288	0.9814	1.0383	6	4365990	1	369739	4	6051	
GCF_0177453451_ASM1774534v1_genomic	5140781	64.76	105	1.0000	1.0190	1.0	1.0151	146	95971	20	20697	59	4407	
GCF_0177466751_ASM1774667v1_genomic	5025701	64.87	105	1.0000	1.0190	1.0	1.0151	53	278901	6	83280	18	4236	
GCF_0178111751_ASM1781117v1_genomic	3754826	67.52	104	0.9905	1.0096	0.9918	1.0222	2	3705902	1	3705902	1	3476	
GCF_0178730551_ASM1787305v1_genomic	5291453	57.29	103	0.9810	1.0000	0.9813	1.0	33	522347	4	140708	12	4981	
GCF_0178730951_ASM1787309v1_genomic	5350706	63.11	104	0.9905	1.0096	0.9998	1.0121	28	331008	6	150764	15	4961	
GCF_0178745951_ASM1787459v1_genomic	6333755	61.65	104	0.9905	1.0192	0.9814	1.0393	25	550860	3	240807	9	5862	
GCF_0178731051_ASM1787310v1_genomic	7089096	61.45	104	0.9905	1.0096	0.9998	1.0101	51	394674	6	99763	19	6597	
GCF_0178767751_ASM1787677v1_genomic	6345289	65.98	105	1.0000	1.0286	1.0	1.0224	3	4375269	1	1857441	2	6139	
GCF_9000187851_Xanthomonas_massiliensis_genomic	3689702	70.52	105	1.0000	1.0095	1.0	1.0151	7	1278062	2	276411	4	3139	
GCF_0178768151_ASM1787681v1_genomic	7343325	62.0	104	0.9905	1.0288	0.9998	1.0611	4	3905231	1	1560515	3	7022	
GCF_9000192651_BN2475-7296_genomic	7279154	62.47	105	1.0000	1.0381	1.0	1.0414	228	113721	21	26575	69	6615	
GCF_9000071651_BN2476-7183_genomic	9710046	62.28	105	1.0000	1.0571	1.0	1.0545	281	129736	25	28131	86	9053	
GCF_9000453751_AHY_PRJEB12187_v1_genomic	5845831	59.07	105	1.0000	1.0000	1.0	1.0	4	2080173	2	664626	3	5569	
GCF_9000440552_Burkholderia_sp_LMG_29321_genomic	9609693	62.51	105	1.0000	1.0571	1.0	1.0566	379	120034	24	15258	103	8891	
GCF_9000786752_PRJEB13236_genomic	5929237	66.97	99	0.9429	1.0808	0.9435	1.0809	30	4995064	1	867435	2	5864	
GCF_9000786852_PRJEB13234_genomic	4849907	66.76	103	0.9810	1.0291	0.9632	1.0367	42	3843338	1	851084	2	4721	
GCF_9000786652_PRJEB13221_genomic	6451811	66.25	101	0.9619	1.0594	0.9351	1.0559	27	5525743	1	709497	2	6430	
GCF_9000920251_LMG947_genomic	4841335	64.05	105	1.0000	1.0286	1.0	1.0361	134	99846	17	23164	58	4230	
GCF_9000945451_IMG-taxon_2617270742_annotated_assembly_genomic	6808054	59.68	105	1.0000	1.0667	1.0	1.0376	103	114032	18	37061	57	6477	
GCF_9000945551_IMG-taxon_2615840609_annotated_assembly_genomic	7252624	59.64	105	1.0000	1.0286	1.0	1.0376	31	569803	5	117378	16	6780	
GCF_9000945651_IMG-taxon_2615840626_annotated_assembly_genomic	7921970	59.63	105	1.0000	1.0476	1.0	1.0376	79	220014	9	48294	37	7600	
GCF_9000945851_IMG-taxon_2615840698_annotated_assembly_genomic	7319877	59.78	105	1.0000	1.0571	1.0	1.0582	19	951609	4	170784	11	6862	
GCF_9000945951_IMG-taxon_2671180232_annotated_assembly_genomic	6125055	67.81	105	1.0000	1.0190	1.0	1.0008	34	411922	6	147132	15	5510	
GCF_9000946251_IMG-taxon_2615840624_annotated_assembly_genomic	6557588	61.07	104	0.9905	1.0288	0.9814	1.0337	62	391165	6	56648	23	6270	
GCF_9000997751_IMG-taxon_2596583570_annotated_assembly_genomic	6728492	59.63	104	0.9905	1.0192	0.9918	1.0341	32	484887	4	112264	15	6518	
GCF_9000969751_IMG-taxon_2675903029_annotated_assembly_genomic	7151601	64.94	105	1.0000	1.0286	1.0	1.028	89	176368	13	59108	38	6407	
GCF_9001003051_IMG-taxon_2634166347_annotated_assembly_genomic	4848266	68.89	104	0.9905	1.0096	0.9884	1.0008	71	117630	14	38064	39	4414	
GCF_9001011751_IMG-taxon_2623620583_annotated_assembly_genomic	4424001	67.19	105	1.0000	1.0190	1.0	1.0151	17	287499	5	133446	13	3970	
GCF_9001007351_IMG-taxon_2651870170_annotated_assembly_genomic	8597887	62.34	105	1.0000	1.0667	1.0	1.1222	52	342088	8	81984	26	7846	
GCF_9001021051_IMG-taxon_2671180227_annotated_assembly_genomic	5283618	59.23	104	0.9905	1.0192	0.9918	1.0236	28	405057	4	120246	14	5067	
GCF_9001026251_IMG-taxon_2615840716_annotated_assembly_genomic	5257076	65.57	104	0.9905	1.0000	0.9884	1.0	54	235924	6	68552	20	4711	
GCF_9001036451_IMG-taxon_2671180222_annotated_assembly_genomic	3715915	69.17	105	1.0000	1.0095	1.0	1.0008	24	341147	4	125754	11	3382	
GCF_9001045151_IMG-taxon_2634166355_annotated_assembly_genomic	5609245	68.55	104	0.9905	1.0096	0.9884	1.0008	93	143183	14	38546	41	5117	
GCF_9001048451_IMG-taxon_2693429824_annotated_assembly_genomic	7115141	67.01	105	1.0000	1.0286	1.0	1.0414	3	3708915	1	1088778	3	6190	
GCF_9001065251_IMG-taxon_2675903697_annotated_assembly_genomic	6263953	69.18	105	1.0000	1.0190	1.0	1.0151	23	630088	4	125597	11	5033	
GCF_9001076051_IMG-taxon_2675903230_annotated_assembly_genomic	4130223	64.64	104	0.9905	1.0096	0.9884	1.0278	90	98697	11	25024	40	3851	
GCF_9001072251_IMG-taxon_2675903026_annotated_assembly_genomic	7174982	66.22	104	0.9905	1.0288	0.9918	1.0309	74	236366	10	63286	34	6463	
GCF_9001076851_IMG-taxon_2651870102_annotated_assembly_genomic	5930529	63.52	105	1.0000	1.0190	1.0	1.0159	22	573607	3	137517	10	5339	
GCF_9001085651_IMG-taxon_2636415969_annotated_assembly_genomic	5987931	68.42	104	0.9905	1.0288	0.9998	1.0343	1	5987931	1	5987931	1	5828	
GCF_9001084251_Tibet_genomic	6912941	59.71	103	0.9810	1.0291	0.9813	1.0383	167	153141	15	23708	54	6925	
GCF_9001083551_IMG-taxon_2654588150_annotated_assembly_genomic	11200469	61.86	105	1.0000	1.0571	1.0	1.0873	188	141903	23	30860	88	10441	
GCF_9001089451_IMG-taxon_2654588103_annotated_assembly_genomic	8688577	62.58	105	1.0000	1.0286	1.0	1.0414	112	180974	15	50535	50	7956	
GCF_9001096051_IMG-taxon_2617270885_annotated_assembly_genomic	5388788	62.78	103	0.9810	1.0388	0.9813	1.0564	52	225653	8	83507	22	4797	
GCF_9001092651_IMG-taxon_2654587898_annotated_assembly_genomic	8580172	64.77	105	1.0000	1.0190	1.0	1.0159	61	341815	10	78762	28	7538	
GCF_9001102251_IMG-taxon_2599185145_annotated_assembly_genomic	2712870	64.21	105	1.0000	1.0095	1.0	1.0008	21	1405936	1	60993	9	2484	
GCF_9001096751_IMG-taxon_2651870119_annotated_assembly_genomic	7066941	67.03	105	1.0000	1.0286	1.0	1.0414	42	339592	6	80293	22	6200	
GCF_9001102051_IMG-taxon_2671180023_annotated_assembly_genomic	7065782	59.64	103	0.9810	1.0291	0.9813	1.0383	166	152901	15	20261	56	7137	
GCF_9001111151_IMG-taxon_2597490351_annotated_assembly_genomic	3420562	57.44	105	1.0000	1.0000	1.0	1.0	33	273778	3	76927	13	3209	
GCF_9001126751_IMG-taxon_2634166315_annotated_assembly_genomic	5077528	68.18	101	0.9619	1.0198	0.979	1.0179	36	369808	6	75863	18	4451	
GCF_9001130351_IMG-taxon_2634166330_annotated_assembly_genomic	5335586	68.38	104	0.9905	1.0192	0.9884	1.0393	55	282850	6	79254	20	4723	
GCF_9001168251_IMG-taxon_2634166357_annotated_assembly_genomic	4152335	65.54	104	0.9905	1.0096	0.9884	1.0008	115	97381	15	17371	51	3875	
GCF_9001198251_IMG-taxon_2599185263_annotated_assembly_genomic	4075245	62.85	105	1.0000	1.0190	1.0	1.0375	29	259756	6	135192	15	3712	
GCF_9001138251_IMG-taxon_2671180118_annotated_assembly_genomic	7607319	62.07	105	1.0000	1.0476	1.0	1.065	32	713925	4	200612	12	6698	
GCF_9001296951_IMG-taxon_2595698223_annotated_assembly_genomic	2431652	51.34	105	1.0000	1.0000	1.0	1.0	63	103747	9	29877	24	2323	
GCF_9001164451_IMG-taxon_2671180117_annotated_assembly_genomic	9892286	61.09	105	1.0000	1.0571	1.0	1.0545	103	216058	14	62552	45	8945	
GCF_9001292051_IMG-taxon_2582581272_annotated_assembly_genomic	2448719	66.02	105	1.0000	1.0286	1.0	1.0319	85	56929	15	13326	48	2331	
GCF_9001290551_IMG-taxon_2582581266_annotated_assembly_genomic	3184472	61.36	104	0.9905	1.0288	0.9918	1.0317	58	82042	13	29478	37	2750	
GCF_9001559351_IMG-taxon_2681812867_annotated_assembly_genomic	2541122	61.62	105	1.0000	1.0190	1.0	1.0151	20	640892	2	240715	5	2416	
GCF_9001421951_IMG-taxon_2654588105_annotated_assembly_genomic	7321401	63.62	105	1.0000	1.0381	1.0	1.0392	114	144482	17	37009	57	6670	
GCF_9001573651_PRJEB19151_genomic	6248949	65.85	105	1.0000	1.0571	1.0	1.084	4	4451009	1	1794182	2	5834	
GCF_9001573851_PRJEB19184_genomic	6029582	68.37	105	1.0000	1.0571	1.0	1.0709	12	1348111	2	432351	4	5689	
GCF_9001573751_PRJEB19165_genomic	6015470	67.21	105	1.0000	1.0381	1.0	1.0285	1	6015470	1	6015470	1	5632	
GCF_9001670551_IMG-taxon_2568526003_annotated_assembly_genomic	3099673	67.55	105	1.0000	1.0095	1.0	1.0151	31	235908	4	65135	14	2887	
GCF_9001675651_IMG-taxon_2708742389_annotated_assembly_genomic	3960916	65.42	105	1.0000	1.0190	1.0	1.0151	3	2315840	1	1642831	2	3552	
GCF_9001766451_LMG28154v1_genomic	5538112	64.34	105	1.0000	1.0190	1.0	1.0159	135	83558	21	28909	66	4776	
GCF_9001762552_PRJEB20293_genomic	6120821	66.24	104	0.9905	1.0288	0.9918	1.0501	9	1699181	2	464650	4	5757	
GCF_9001868651_49243_F02_genomic	5004261	66.12	105	1.0000	1.0190	1.0	1.0151	1	5004261	1	5004261	1	4568	
GCF_9001878751_IMG-taxon_2710264786_annotated_assembly_genomic	1626636	43.1	105	1.0000	1.0095	1.0	1.0151	3	1230501	1	393653	2	1627	
GCF_9002057551_IMG-taxon_2710724120_annotated_assembly_genomic	1885561	46.56	105	1.0000	1.0000	1.0	1.0	11	409519	2	150426	5	1960	
GCF_9001870651_50465_H02_genomic	4950685	68.98	105	1.0000	1.0000	1.0	1.0	1	4950685	1	4950685	1	4672	
GCF_9001872051_52191_D01_genomic	5743123	62.78	105	1.0000	1.0286	1.0	1.0159	1	5743123	1	5743123	1	5019	
GCF_9002155351_IMG-taxon_2718217650_annotated_assembly_genomic	4669744	65.74	104	0.9905	1.0192	0.9884	1.0153	33	383186	4	139592	11	3998	
GCF_9002209751_IMG-taxon_2740891857_annotated_assembly_genomic	6576489	63.07	104	0.9905	1.0481	0.9998	1.044	85	280913	9	48409	30	6280	
GCF_9002329951_PRJEB22891_genomic	6192024	64.58	104	0.9905	1.0385	0.9918	1.0224	105	3450000	1	521714	4	5540	
GCF_9002580351_LMG28615_genomic	6777170	63.34	105	1.0000	1.0190	1.0	1.0159	72	224164	9	74282	30	6234	
GCF_9004462051_51485_A01_genomic	6318983	67.24	105	1.0000	1.0095	1.0	1.0008	12	722893	3	439138	7	5625	
GCF_9002920151_MB901379_genomic	5607630	65.02	104	0.9905	1.0385	0.9918	1.0521	1	5607630	1	5607630	1	4846	
GCF_9004461751_52223_E01_genomic	8554913	66.6	105	1.0000	1.0286	1.0	1.0159	13	1187511	4	356099	8	7732	
GCF_9004462151_51699_B01_genomic	8038740	66.88	104	0.9905	1.0385	0.9784	1.0578	18	663924	4	339194	10	7311	
GCF_9004462451_58116_D01_genomic	5851564	68.48	105	1.0000	1.0381	1.0	1.0284	4	3510105	1	1974908	2	5040	
GCF_9004530851_49677_D01_genomic	5924247	66.74	104	0.9905	1.0192	0.9918	1.0224	4	2441106	2	737085	3	5679	
GCF_9004462251_57845_E01_genomic	8391235	68.03	104	0.9905	1.0192	0.9801	1.0163	42	378971	8	123129	23	7129	
GCF_9004532251_46941_C01_genomic	5090566	64.15	103	0.9810	1.0291	0.9802	1.0361	2	5067247	1	5067247	1	4997	
GCF_9004533651_52601_E01_genomic	6428810	67.84	103	0.9810	1.0291	0.9916	1.0346	13	6347082	1	6347082	1	6254	
GCF_9004534551_52223_C01_genomic	6021188	69.15	104	0.9905	1.0192	0.9998	1.0222	18	3573766	1	485761	3	5746	
GCF_9004533951_53750_B01_genomic	5251936	65.89	105	1.0000	1.0190	1.0	1.033	21	867103	2	168932	8	5102	
GCF_9004543551_52184_F01_genomic	5473255	64.82	105	1.0000	1.0286	1.0	1.0159	3	5401410	1	5401410	1	4921	
GCF_9004540251_49243_C02_genomic	6432993	67.64	104	0.9905	1.0288	0.9814	1.0437	11	6148425	1	6148425	1	6134	
GCF_9004558351_51699_E01_genomic	4810167	63.92	105	1.0000	1.0286	1.0	1.0327	5	2565259	1	757706	3	4448	
GCF_9004545751_52465_H01_genomic	5867459	64.29	105	1.0000	1.0190	1.0	1.0159	2	5727134	1	5727134	1	5047	
GCF_9004614351_46693_E02_genomic	4697924	64.97	105	1.0000	1.0190	1.0	1.0008	4	2998022	1	739782	3	4143	
GCF_9004612251_51108_F01_genomic	5523746	61.41	105	1.0000	1.0476	1.0	1.0328	7	5470499	1	5470499	1	4973	
GCF_9004763951_CPBF_424_genomic	4896146	65.89	105	1.0000	1.0190	1.0	1.0151	10	1029447	2	340839	6	4040	
GCF_9005660551_LAUMK13_genomic	6187059	66.09	104	0.9905	1.0000	0.9918	1.0	361	35686	54	9210	188	6050	
GCF_9005660851_LAUMK41_genomic	6527895	65.78	105	1.0000	1.0286	1.0	1.0324	230	54408	38	16091	121	6008	
GCF_9005660751_MK142_genomic	6425786	66.21	104	0.9905	1.0192	0.9918	1.0235	2	6308341	1	6308341	1	5830	
GCF_9006085451_3723STDY6437371_genomic	7134987	67.07	105	1.0000	1.0190	1.0	1.0159	2	4131960	1	3003027	2	6098	
GCF_9006371951_50279_F01_genomic	6035584	67.54	103	0.9810	1.0291	0.9916	1.0346	1	6035584	1	6035584	1	5703	
GCF_9006375551_51726_E01_genomic	3172010	65.48	104	0.9905	1.0000	0.9918	1.0	1	3172010	1	3172010	1	2533	
GCF_9006372051_50279_G01_genomic	5461769	68.88	104	0.9905	1.0192	0.9918	1.0224	1	5461769	1	5461769	1	5157	
GCF_9021532352_JP120v3_genomic	4701665	61.68	105	1.0000	1.0190	1.0	1.0167	20	778372	2	226497	7	4590	
GCF_9021532452_JP121v3_genomic	4187687	62.73	105	1.0000	1.0095	1.0	1.0255	20	452093	4	199750	9	4128	
GCF_9024595551_LMG_31112_genomic	6008490	62.31	105	1.0000	1.0286	1.0	1.0159	68	290798	7	73897	22	5417	
GCF_9024595751_LMG_31116_genomic	5233298	64.65	105	1.0000	1.0286	1.0	1.0159	47	316192	6	80719	17	4711	
GCF_9024595851_LMG_31109_genomic	4862114	66.13	105	1.0000	1.0190	1.0	1.0159	41	229370	7	91075	18	4312	
GCF_9024595651_LMG_31011_genomic	5958127	62.89	105	1.0000	1.0286	1.0	1.0159	17	792622	3	244118	9	5250	
GCF_9024595951_LMG_31014_genomic	4961982	63.62	105	1.0000	1.0095	1.0	1.0008	51	370563	5	61129	17	4416	
GCF_9024596451_LMG_31114_genomic	5845078	62.45	105	1.0000	1.0190	1.0	1.0139	12	1392766	2	265947	5	5212	
GCF_9024596551_LMG_31108_genomic	6046012	63.35	105	1.0000	1.0190	1.0	1.0151	61	256277	8	71214	25	5222	
GCF_9024596151_LMG_31010_genomic	6036949	62.63	105	1.0000	1.0286	1.0	1.0159	26	540061	4	144451	11	5326	
GCF_9024596651_LMG_31106_genomic	5274229	63.71	105	1.0000	1.0381	1.0	1.0449	56	187061	8	66705	23	4740	
GCF_9024597251_LMG_31012_genomic	5205577	63.67	105	1.0000	1.0190	1.0	1.0283	35	435937	4	102841	15	4636	
GCF_9024597051_LMG_31013_genomic	5356606	63.48	105	1.0000	1.0190	1.0	1.0159	35	374338	5	144521	14	4900	
GCF_9024596851_LMG_31009_genomic	6339129	63.06	105	1.0000	1.0190	1.0	1.0159	17	1113537	3	241289	9	5530	
GCF_9024597351_LMG_20602_genomic	5852144	63.44	105	1.0000	1.0095	1.0	1.0151	31	401082	5	151211	14	5066	
GCF_9024597451_LMG_31110_genomic	5708603	62.57	105	1.0000	1.0286	1.0	1.0159	17	837780	3	241481	8	5082	
GCF_9024597651_LMG_31117_genomic	6126688	62.4	105	1.0000	1.0190	1.0	1.0159	48	278466	7	128458	18	5390	
GCF_9024597751_LMG_31118_genomic	6139582	63.3	105	1.0000	1.0381	1.0	1.0465	36	614074	3	137159	14	5368	
GCF_9024598051_LMG_20603_genomic	5351123	62.97	105	1.0000	1.0286	1.0	1.0159	34	323330	5	147078	15	4771	
GCF_9024990351_ASM90249903v1_genomic	6907990	66.65	105	1.0000	1.0190	1.0	1.0159	101	129850	17	45048	50	6114	
GCF_9024989951_ASM90249899v1_genomic	7608177	66.74	105	1.0000	1.0381	1.0	1.029	73	201942	12	69076	35	6865	
GCF_9024990451_ASM90249904v1_genomic	7075522	66.82	105	1.0000	1.0190	1.0	1.0159	115	104925	21	44688	62	6320	
GCF_9024990651_ASM90249906v1_genomic	7532498	67.04	105	1.0000	1.0190	1.0	1.0159	118	133502	19	38811	61	6779	
GCF_9024991351_ASM90249913v1_genomic	6079078	66.96	105	1.0000	1.0190	1.0	1.0159	165	81572	26	24435	81	5535	
GCF_9024990751_ASM90249907v1_genomic	7396511	66.99	105	1.0000	1.0476	1.0	1.0392	150	93947	23	29963	74	6803	
GCF_9024991151_ASM90249911v1_genomic	7077396	66.26	105	1.0000	1.0190	1.0	1.0159	87	201102	14	71229	36	6353	
GCF_9024991251_ASM90249912v1_genomic	8271305	66.84	105	1.0000	1.0190	1.0	1.0159	83	191329	14	63793	42	7424	
GCF_9025028252_E03_1v3_genomic	4749058	61.54	105	1.0000	1.0190	1.0	1.0167	5	4055910	1	227935	2	4602	
GCF_9024991551_ASM90249915v1_genomic	7948011	67.17	105	1.0000	1.0190	1.0	1.0159	253	61121	36	16457	124	7178	
GCF_9024991651_ASM90249916v1_genomic	7928753	67.06	105	1.0000	1.0286	1.0	1.029	197	86332	30	23454	92	7284	
GCF_9024991751_ASM90249917v1_genomic	8897342	65.94	105	1.0000	1.0381	1.0	1.0512	158	98861	29	33802	86	8432	
GCF_9028295151_ASM90282951v1_genomic	7088779	67.1	105	1.0000	1.0190	1.0	1.0159	59	364599	7	103393	22	6097	
GCF_9028302951_ASM90283029v1_genomic	6876569	66.89	105	1.0000	1.0190	1.0	1.0159	63	308470	6	102714	20	6093	
GCF_9028302751_ASM90283027v1_genomic	8032380	67.23	105	1.0000	1.0190	1.0	1.0159	149	262379	9	82590	29	7147	
